Auction Lot,Vendor,Forecasted Qty,  Initial Quote for BOC  ,  Target Price  ,  Pre-Bid Price  ,  Bid Price  ,  Target Spend  ,  Current Spend  ,  Pre-Bid Spend  , Bid Spend ,% Delta to Target
Lot 3,Vendor F,1,36184.5,28223.91,30664.26,30664.26,28223.91,36184.5,30664.26,30664.26,8.60%
Lot 3,Vendor F,1,28484.78,22218.12,23477.85,23506.77,22218.12,28484.78,23477.85,23506.77,5.80%
Lot 3,Vendor F,1,28484.78,22218.12,23477.85,23506.77,22218.12,28484.78,23477.85,23506.77,5.80%
Lot 3,Vendor F,3,9088.2,7088.8,7068.6,7068.6,21266.39,27264.6,21205.8,21205.8,-0.30%
Lot 3,Vendor F,3,9088.2,7088.8,7068.6,7068.6,21266.39,27264.6,21205.8,21205.8,-0.30%
Lot 3,Vendor F,4,6311.25,4922.78,5974.65,5208.3,19691.1,25245.0,23898.6,20833.18,5.80%
Lot 3,Vendor F,3,6311.25,4922.78,5974.65,5208.3,14768.33,18933.75,17923.95,15624.89,5.80%
Lot 3,Vendor F,3,6311.25,4922.78,5974.65,5208.3,14768.33,18933.75,17923.95,15624.89,5.80%
Lot 3,Vendor F,2,9088.2,7088.8,7068.6,7068.6,14177.59,18176.4,14137.2,14137.2,-0.30%
Lot 3,Vendor F,1,16830.0,13388.1,15988.5,14163.89,13388.1,16830.0,15988.5,14163.89,5.80%
Lot 3,Vendor F,1,16830.0,13127.4,15988.5,14163.89,13127.4,16830.0,15988.5,14163.89,7.90%
Lot 3,Vendor F,2,6311.25,4922.78,5974.65,5208.3,9845.55,12622.5,11949.3,10416.59,5.80%
Lot 3,Vendor F,18,698.45,544.79,589.05,576.03,9806.17,12572.01,10602.9,10368.52,5.70%
Lot 3,Vendor F,18,698.45,544.79,589.05,576.03,9806.17,12572.01,10602.9,10368.52,5.70%
Lot 3,Vendor F,4,3105.14,2422.01,2650.72,2562.3,9688.02,12420.54,10602.9,10249.22,5.80%
Lot 3,Vendor F,1,11932.47,9307.33,8818.92,8818.92,9307.33,11932.47,8818.92,8818.92,-5.20%
Lot 3,Vendor F,1,11932.47,9307.33,8818.92,8818.92,9307.33,11932.47,8818.92,8818.92,-5.20%
Lot 3,Vendor F,1,11612.7,9057.91,9921.28,9583.26,9057.91,11612.7,9921.28,9583.26,5.80%
Lot 3,Vendor F,1,11612.7,9057.91,9921.28,9583.26,9057.91,11612.7,9921.28,9583.26,5.80%
Lot 3,Vendor F,1,10098.0,7876.44,8583.3,7876.44,7876.44,10098.0,8583.3,7876.44,0.00%
Lot 3,Vendor F,1,6311.25,4922.78,5974.65,5208.3,4922.78,6311.25,5974.65,5208.3,5.80%
Lot 3,Vendor F,1,6311.25,4922.78,5974.65,5208.3,4922.78,6311.25,5974.65,5208.3,5.80%
Lot 3,Vendor F,1,3105.14,2422.01,2650.72,2562.3,2422.01,3105.14,2650.72,2562.3,5.80%
Lot 3,Vendor F,1,3105.14,2422.01,2650.72,2562.3,2422.01,3105.14,2650.72,2562.3,5.80%
Lot 3,Vendor F,4,698.45,544.79,544.45,544.45,2179.15,2793.78,2177.8,2177.8,-0.10%
Lot 3,Vendor F,3,698.45,544.79,544.45,544.45,1634.36,2095.34,1633.35,1633.35,-0.10%
Lot 3,Vendor F,3,698.45,544.79,544.45,544.45,1634.36,2095.34,1633.35,1633.35,-0.10%
Lot 3,Vendor F,2,698.45,544.79,544.45,544.45,1089.57,1396.89,1088.9,1088.9,-0.10%
Lot 3,Vendor F,1,698.45,544.79,544.45,544.45,544.79,698.45,544.45,544.45,-0.10%
Lot 3,Vendor F,1,698.45,544.79,544.45,544.45,544.79,698.45,544.45,544.45,-0.10%
Lot 3,Vendor F,9,66141.9,54276.75,60419.7,57424.8,488490.75,595277.1,543777.3,516823.21,5.80%
Lot 3,Vendor F,9,11448.61,6386.14,11099.39,10167.31,57475.29,103037.47,99894.46,91505.75,59.20%
Lot 3,Vendor F,40,72570.96,55306.75,64543.05,61253.12,2212269.84,2902838.4,2581722.0,2450124.86,10.80%
Lot 3,Vendor F,18,63112.5,49648.5,52930.35,52528.11,893673.0,1136025.0,952746.3,945506.03,5.80%
Lot 3,Vendor F,22,6954.16,5001.03,6745.46,6745.46,110022.76,152991.43,148400.21,148400.21,34.90%
Lot 3,Vendor F,18,63112.5,49648.5,52930.35,52528.11,893673.0,1136025.0,952746.3,945506.03,5.80%
Lot 3,Vendor F,80,66141.9,54276.75,60419.7,57424.8,4342140.0,5291352.0,4833576.0,4593984.12,5.80%
Lot 2,Vendor E,4,58382.43,37948.58,46638.35,39846.01,151794.31,233529.71,186553.41,159384.04,5.00%
Lot 2,Vendor E,5,58382.43,37948.58,46638.35,39846.01,189742.89,291912.14,233191.77,199230.04,5.00%
Lot 2,Vendor E,5,80891.71,52579.61,80891.71,55208.59,262898.06,404458.56,404458.56,276042.97,5.00%
Lot 2,Vendor E,4,58382.43,37948.58,46638.35,39846.01,151794.31,233529.71,186553.41,159384.03,5.00%
Lot 2,Vendor E,1,421321.38,273858.9,380690.86,289260.72,273858.9,421321.38,380690.86,289260.72,5.60%
Lot 2,Vendor E,8,421321.38,273858.9,380690.86,289260.72,2190871.17,3370571.03,3045526.84,2314085.76,5.60%
Lot 2,Vendor E,4,68576.36,44574.63,62837.88,47081.51,178298.53,274305.44,251351.51,188326.04,5.60%
Lot 2,Vendor E,29,68576.36,44574.63,62837.88,47081.51,1292664.38,1988714.43,1822298.42,1365363.83,5.60%
Lot 2,Vendor E,2,52292.49,33990.12,51876.42,35901.72,67980.24,104584.99,103752.84,71803.45,5.60%
Lot 2,Vendor E,15,52292.49,33990.12,51876.42,35901.72,509851.81,784387.4,778146.33,538525.87,5.60%
Lot 2,Vendor E,2,52292.49,33990.12,51876.42,35901.72,67980.24,104584.99,103752.84,71803.45,5.60%
Lot 2,Vendor E,15,52292.49,33990.12,51876.42,35901.72,509851.81,784387.4,778146.33,538525.87,5.60%
Lot 2,Vendor E,2,30645.75,19919.74,30645.75,21040.02,39839.47,61291.49,61291.49,42080.04,5.60%
Lot 2,Vendor E,15,30645.75,19919.74,30645.75,21040.02,298796.03,459686.21,459686.21,315600.33,5.60%
Lot 2,Vendor E,6,16062.55,10440.66,14068.18,11027.84,62643.95,96375.31,84409.08,66167.05,5.60%
Lot 2,Vendor E,44,16062.55,10440.66,14068.18,11027.84,459388.99,706752.29,618999.93,485225.02,5.60%
Lot 3,Vendor E,2,5833.28,3791.63,5833.28,3480.71,7583.26,11666.56,11666.56,6961.43,-8.20%
Lot 3,Vendor E,15,5833.28,3791.63,5833.28,3480.71,56874.46,87499.17,87499.17,52210.76,-8.20%
Lot 3,Vendor E,4,47462.28,30850.48,42863.99,28320.74,123401.94,189849.13,171455.96,113282.97,-8.20%
Lot 3,Vendor E,29,47462.28,30850.48,42863.99,28320.74,894664.03,1376406.21,1243055.72,821301.58,-8.20%
Lot 3,Vendor E,1,421321.38,273858.9,380690.86,289260.72,273858.9,421321.38,380690.86,289260.72,5.60%
Lot 3,Vendor E,11,421321.38,273858.9,380690.86,289260.72,3012447.86,4634535.16,4187599.41,3181867.93,5.60%
Lot 3,Vendor E,5,58382.43,37948.58,46638.35,39846.01,189742.89,291912.14,233191.77,199230.04,5.00%
Lot 3,Vendor E,18,408450.64,265492.91,327789.82,192110.67,4778872.44,7352111.45,5900216.82,3457992.1,-27.60%
Lot 3,Vendor E,18,57743.73,37533.42,57743.73,47389.7,675601.64,1039387.14,1039387.14,853014.63,26.30%
Lot 3,Vendor E,18,55680.37,36192.24,55680.37,45696.33,651460.35,1002246.7,1002246.7,822533.84,26.30%
Lot 3,Vendor E,7,58382.43,37948.58,46638.35,39846.01,265640.05,408677.0,326468.47,278922.05,5.00%
Lot 3,Vendor E,5,58382.43,37948.58,46638.35,39846.01,189742.89,291912.14,233191.77,199230.04,5.00%
Lot 3,Vendor E,4,58382.43,37948.58,46638.35,39846.01,151794.31,233529.71,186553.41,159384.03,5.00%
Lot 3,Vendor E,15,408450.64,265492.91,327789.82,192110.67,3982393.7,6126759.54,4916847.35,2881660.08,-27.60%
Lot 3,Vendor E,15,57743.73,37533.42,57743.73,47389.7,563001.37,866155.95,866155.95,710845.53,26.30%
Lot 3,Vendor E,15,55680.37,36192.24,55680.37,45696.33,542883.63,835205.58,835205.58,685444.87,26.30%
Lot 3,Vendor E,6,58382.43,37948.58,46638.35,39846.01,227691.47,350294.57,279830.12,239076.05,5.00%
Lot 3,Vendor E,5,58382.43,37948.58,46638.35,39846.01,189742.89,291912.14,233191.77,199230.04,5.00%
Lot 1,Vendor D,16,44683.65,37981.1,40326.36,38366.75,607697.64,714938.4,645221.81,613867.9,1.00%
Lot 1,Vendor D,12,44683.65,37981.1,40326.36,38366.75,455773.23,536203.8,483916.36,460400.92,1.00%
Lot 1,Vendor D,12,44683.65,37981.1,40326.36,38366.75,455773.23,536203.8,483916.36,460400.92,1.00%
Lot 1,Vendor D,8,44683.65,37981.1,40326.36,38366.75,303848.82,357469.2,322610.9,306933.95,1.00%
Lot 1,Vendor D,8,44010.45,36968.78,39718.8,37788.7,295750.22,352083.6,317750.4,302309.64,2.20%
Lot 1,Vendor D,6,44010.45,36968.78,39718.8,37788.7,221812.67,264062.7,238312.8,226732.23,2.20%
Lot 1,Vendor D,6,44010.45,36968.78,39718.8,37788.7,221812.67,264062.7,238312.8,226732.23,2.20%
Lot 1,Vendor D,8,30967.2,21986.71,27947.9,26589.8,175893.7,247737.6,223583.18,212718.38,20.90%
Lot 1,Vendor D,8,29115.9,24457.36,26276.68,24999.79,195658.85,232927.2,210213.43,199998.32,2.20%
Lot 1,Vendor D,4,44010.45,36968.78,39718.8,37788.7,147875.11,176041.8,158875.2,151154.82,2.20%
Lot 1,Vendor D,6,29115.9,24457.36,26276.68,24999.79,146744.14,174695.4,157660.07,149998.74,2.20%
Lot 1,Vendor D,6,29115.9,24457.36,26276.68,24999.79,146744.14,174695.4,157660.07,149998.74,2.20%
Lot 1,Vendor D,4,29115.9,24457.36,26276.68,24999.79,97829.42,116463.6,105106.72,99999.16,2.20%
Lot 1,Vendor D,2,44683.65,35746.92,40326.36,38366.75,71493.84,89367.3,80652.73,76733.49,7.30%
Lot 1,Vendor D,2,44683.65,37981.1,40326.36,38366.75,75962.21,89367.3,80652.73,76733.49,1.00%
Lot 1,Vendor D,1,65805.3,52644.24,58757.74,51995.69,52644.24,65805.3,58757.74,51995.69,-1.20%
Lot 1,Vendor D,1,64080.22,51264.18,57238.83,50651.58,51264.18,64080.22,57238.83,50651.58,-1.20%
Lot 1,Vendor D,320,188.5,150.8,175.87,167.32,48254.98,60318.72,56279.52,53544.67,11.00%
Lot 1,Vendor D,240,188.5,150.8,175.87,167.32,36191.23,45239.04,42209.64,40158.5,11.00%
Lot 1,Vendor D,240,188.5,150.8,175.87,167.32,36191.23,45239.04,42209.64,40158.5,11.00%
Lot 1,Vendor D,1,44010.45,36968.78,39718.8,37788.7,36968.78,44010.45,39718.8,37788.7,2.20%
Lot 1,Vendor D,1,44010.45,35208.36,39718.8,37788.7,35208.36,44010.45,39718.8,37788.7,7.30%
Lot 1,Vendor D,1,40812.75,32650.2,36445.36,32251.1,32650.2,40812.75,36445.36,32251.1,-1.20%
Lot 1,Vendor D,160,188.5,150.8,175.87,167.32,24127.49,30159.36,28139.76,26772.34,11.00%
Lot 1,Vendor D,1,29115.9,23292.72,26276.68,24999.79,23292.72,29115.9,26276.68,24999.79,7.30%
Lot 1,Vendor D,1,29115.9,24457.36,26276.68,24999.79,24457.36,29115.9,26276.68,24999.79,2.20%
Lot 1,Vendor D,1,28190.25,22552.2,25173.47,22276.42,22552.2,28190.25,25173.47,22276.42,-1.20%
Lot 1,Vendor D,144,191.86,153.49,175.87,167.32,22102.5,27628.13,25325.78,24095.1,9.00%
Lot 1,Vendor D,108,191.86,153.49,175.87,167.32,16576.88,20721.1,18994.34,18071.33,9.00%
Lot 1,Vendor D,108,191.86,153.49,175.87,167.32,16576.88,20721.1,18994.34,18071.33,9.00%
Lot 1,Vendor D,8,2070.09,1656.07,1878.23,1786.96,13248.58,16560.72,15025.82,14295.66,7.90%
Lot 1,Vendor D,100,159.04,127.23,143.9,127.34,12723.48,15904.35,14389.65,12733.64,0.10%
Lot 1,Vendor D,72,191.86,153.49,175.87,167.32,11051.25,13814.06,12662.89,12047.55,9.00%
Lot 1,Vendor D,6,2070.09,1656.07,1878.23,1786.96,9936.43,12420.54,11269.37,10721.75,7.90%
Lot 1,Vendor D,6,2070.09,1656.07,1878.23,1786.96,9936.43,12420.54,11269.37,10721.75,7.90%
Lot 1,Vendor D,1,8961.98,7169.58,8001.82,7080.94,7169.58,8961.98,8001.82,7080.94,-1.20%
Lot 1,Vendor D,4,2070.09,1656.07,1878.23,1786.96,6624.29,8280.36,7512.91,7147.83,7.90%
Lot 1,Vendor D,1,7994.25,6395.4,7138.44,6316.93,6395.4,7994.25,7138.44,6316.93,-1.20%
Lot 1,Vendor D,1,7994.25,6395.4,7138.44,6316.93,6395.4,7994.25,7138.44,6316.93,-1.20%
Lot 1,Vendor D,40,188.5,150.8,175.87,167.32,6031.87,7539.84,7034.94,6693.08,11.00%
Lot 1,Vendor D,40,188.5,150.8,175.87,167.32,6031.87,7539.84,7034.94,6693.08,11.00%
Lot 1,Vendor D,18,191.86,153.49,175.87,167.32,2762.81,3453.52,3165.72,3011.89,9.00%
Lot 1,Vendor D,18,191.86,153.49,175.87,167.32,2762.81,3453.52,3165.72,3011.89,9.00%
Lot 1,Vendor D,1,2070.09,1656.07,1878.23,1786.96,1656.07,2070.09,1878.23,1786.96,7.90%
Lot 1,Vendor D,1,2070.09,1656.07,1878.23,1786.96,1656.07,2070.09,1878.23,1786.96,7.90%
Lot 3,Vendor D,4,74230.79,37026.0,56590.03,35617.46,148104.0,296923.14,226360.13,142469.85,-3.80%
Lot 3,Vendor D,3,74230.79,37026.0,77110.01,58829.64,111078.0,222692.36,231330.03,176488.94,58.90%
Lot 3,Vendor D,3,74230.79,37026.0,77110.01,58829.64,111078.0,222692.36,231330.03,176488.94,58.90%
Lot 3,Vendor D,3,74230.79,37026.0,72418.65,55763.55,111078.0,222692.36,217255.95,167290.65,50.60%
Lot 3,Vendor D,2,74230.79,37026.0,74354.94,61092.41,74052.0,148461.57,148709.88,122184.82,65.00%
Lot 3,Vendor D,4,74230.79,37026.0,72418.65,91177.75,148104.0,296923.14,289674.59,364710.97,146.30%
Lot 3,Vendor D,1,74230.79,37026.0,96772.5,90940.9,37026.0,74230.79,96772.5,90940.9,145.60%
Lot 3,Vendor D,2,74230.79,37026.0,96646.28,79185.15,74052.0,148461.57,193292.55,158370.3,113.90%
Lot 3,Vendor D,4,74230.79,37026.0,80070.41,58051.95,148104.0,296923.14,320281.63,232207.81,56.80%
Lot 3,Vendor D,4,186813.0,132637.23,168598.73,115494.87,530548.92,747252.0,674394.93,461979.49,-12.90%
Lot 3,Vendor D,4,186813.0,132637.23,168598.73,115494.87,530548.92,747252.0,674394.93,461979.49,-12.90%
Lot 3,Vendor D,6,113602.5,94290.07,101447.03,85425.06,565740.45,681615.0,608682.2,512550.35,-9.40%
Lot 3,Vendor D,6,113602.5,94290.07,101447.03,85425.06,565740.45,681615.0,608682.2,512550.35,-9.40%
Lot 3,Vendor D,3,186813.0,132637.23,168598.73,115494.87,397911.69,560439.0,505796.2,346484.62,-12.90%
Lot 3,Vendor D,3,186813.0,132637.23,168598.73,115494.87,397911.69,560439.0,505796.2,346484.62,-12.90%
Lot 3,Vendor D,3,186813.0,132637.23,168598.73,115494.87,397911.69,560439.0,505796.2,346484.62,-12.90%
Lot 3,Vendor D,3,186813.0,132637.23,168598.73,115494.87,397911.69,560439.0,505796.2,346484.62,-12.90%
Lot 3,Vendor D,4,113602.5,94290.07,101447.03,85425.06,377160.3,454410.0,405788.13,341700.24,-9.40%
Lot 3,Vendor D,8,51541.88,43810.59,46026.68,41209.45,350484.75,412335.0,368213.47,329675.61,-5.90%
Lot 3,Vendor D,2,186813.0,132637.23,168598.73,115494.87,265274.46,373626.0,337197.47,230989.75,-12.90%
Lot 3,Vendor D,2,186813.0,132637.23,168598.73,115494.87,265274.46,373626.0,337197.47,230989.75,-12.90%
Lot 3,Vendor D,4,63617.4,53438.62,57414.7,45929.6,213754.46,254469.6,229658.81,183718.4,-14.10%
Lot 3,Vendor D,4,63617.4,53438.62,57414.7,45929.6,213754.46,254469.6,229658.81,183718.4,-14.10%
Lot 3,Vendor D,3,63617.4,53438.62,57414.7,45929.6,160315.85,190852.2,172244.11,137788.8,-14.10%
Lot 3,Vendor D,3,63617.4,53438.62,57414.7,45929.6,160315.85,190852.2,172244.11,137788.8,-14.10%
Lot 3,Vendor D,3,63617.4,53438.62,57414.7,45929.6,160315.85,190852.2,172244.11,137788.8,-14.10%
Lot 3,Vendor D,3,63617.4,53438.62,57414.7,45929.6,160315.85,190852.2,172244.11,137788.8,-14.10%
Lot 3,Vendor D,1,186813.0,132637.23,168598.73,115494.87,132637.23,186813.0,168598.73,115494.87,-12.90%
Lot 3,Vendor D,1,186813.0,132637.23,168598.73,115494.87,132637.23,186813.0,168598.73,115494.87,-12.90%
Lot 3,Vendor D,1,186813.0,132637.23,168598.73,121385.37,132637.23,186813.0,168598.73,121385.37,-8.50%
Lot 3,Vendor D,4,32566.05,27355.48,29391.07,23511.07,109421.93,130264.2,117564.28,94044.31,-14.10%
Lot 3,Vendor D,4,32566.05,27355.48,29391.07,23511.07,109421.93,130264.2,117564.28,94044.31,-14.10%
Lot 3,Vendor D,4,32566.05,27355.48,29390.23,23511.07,109421.93,130264.2,117560.92,94044.31,-14.10%
Lot 3,Vendor D,4,32566.05,27355.48,29390.23,23511.07,109421.93,130264.2,117560.92,94044.31,-14.10%
Lot 3,Vendor D,2,63617.4,53438.62,57414.7,45929.6,106877.23,127234.8,114829.41,91859.2,-14.10%
Lot 3,Vendor D,2,63617.4,53438.62,57414.7,45929.6,106877.23,127234.8,114829.41,91859.2,-14.10%
Lot 3,Vendor D,8,15231.15,12184.92,14469.59,12307.42,97479.36,121849.2,115756.74,98459.36,1.00%
Lot 3,Vendor D,1,113602.5,90882.0,46026.68,41209.45,90882.0,113602.5,46026.68,41209.45,-54.70%
Lot 3,Vendor D,1,51541.88,43810.59,46026.68,41209.45,43810.59,51541.88,46026.68,41209.45,-5.90%
Lot 3,Vendor D,3,32566.05,27355.48,29391.07,23511.07,82066.45,97698.15,88173.21,70533.23,-14.10%
Lot 3,Vendor D,3,32566.05,27355.48,29391.07,23511.07,82066.45,97698.15,88173.21,70533.23,-14.10%
Lot 3,Vendor D,3,32566.05,27355.48,29391.07,23511.07,82066.45,97698.15,88173.21,70533.23,-14.10%
Lot 3,Vendor D,3,32566.05,27355.48,29391.07,23511.07,82066.45,97698.15,88173.21,70533.23,-14.10%
Lot 3,Vendor D,3,32566.05,27355.48,29390.23,23511.07,82066.45,97698.15,88170.69,70533.23,-14.10%
Lot 3,Vendor D,3,32566.05,27355.48,29390.23,23511.07,82066.45,97698.15,88170.69,70533.23,-14.10%
Lot 3,Vendor D,3,32566.05,27355.48,29390.23,23511.07,82066.45,97698.15,88170.69,70533.23,-14.10%
Lot 3,Vendor D,3,32566.05,27355.48,29390.23,23511.07,82066.45,97698.15,88170.69,70533.23,-14.10%
Lot 3,Vendor D,6,15231.15,12184.92,14469.59,12307.42,73109.52,91386.9,86817.56,73844.53,1.00%
Lot 3,Vendor D,6,15231.15,12184.92,14469.59,12307.42,73109.52,91386.9,86817.56,73844.53,1.00%
Lot 3,Vendor D,2,32566.05,27355.48,29391.07,23511.07,54710.96,65132.1,58782.14,47022.15,-14.10%
Lot 3,Vendor D,2,32566.05,27355.48,29391.07,23511.07,54710.96,65132.1,58782.14,47022.15,-14.10%
Lot 3,Vendor D,2,32566.05,27355.48,29390.23,23511.07,54710.96,65132.1,58780.46,47022.15,-14.10%
Lot 3,Vendor D,2,32566.05,27355.48,29390.23,23511.07,54710.96,65132.1,58780.46,47022.15,-14.10%
Lot 3,Vendor D,1,63617.4,53438.62,57414.7,45929.6,53438.62,63617.4,57414.7,45929.6,-14.10%
Lot 3,Vendor D,1,63617.4,53438.62,57414.7,45929.6,53438.62,63617.4,57414.7,45929.6,-14.10%
Lot 3,Vendor D,4,15231.15,12184.92,14469.59,12307.42,48739.68,60924.6,57878.37,49229.69,1.00%
Lot 3,Vendor D,1,58484.25,46787.4,50004.45,39769.29,46787.4,58484.25,50004.45,39769.29,-15.00%
Lot 3,Vendor D,1,55959.75,44767.8,47846.01,38052.63,44767.8,55959.75,47846.01,38052.63,-15.00%
Lot 3,Vendor D,8,6900.3,5520.24,6555.28,5575.74,44161.92,55202.4,52442.28,44605.9,1.00%
Lot 3,Vendor D,1,44304.97,35443.98,39984.71,31986.26,35443.98,44304.97,39984.71,31986.26,-9.80%
Lot 3,Vendor D,6,6900.3,5520.24,6555.28,5575.74,33121.44,41401.8,39331.71,33454.42,1.00%
Lot 3,Vendor D,6,6900.3,5520.24,6555.28,5575.74,33121.44,41401.8,39331.71,33454.42,1.00%
Lot 3,Vendor D,1,36580.01,29264.0,33012.89,26409.06,29264.0,36580.01,33012.89,26409.06,-9.80%
Lot 3,Vendor D,1,32566.05,27355.48,29391.07,23511.07,27355.48,32566.05,29391.07,23511.07,-14.10%
Lot 3,Vendor D,1,32566.05,27355.48,29391.07,23511.07,27355.48,32566.05,29391.07,23511.07,-14.10%
Lot 3,Vendor D,1,32566.05,27355.48,29390.23,23511.07,27355.48,32566.05,29390.23,23511.07,-14.10%
Lot 3,Vendor D,1,32566.05,27355.48,29390.23,23511.07,27355.48,32566.05,29390.23,23511.07,-14.10%
Lot 3,Vendor D,4,6900.3,5520.24,6555.28,5575.74,22080.96,27601.2,26221.14,22302.95,1.00%
Lot 3,Vendor D,1,6900.3,12184.92,6555.28,5575.74,12184.92,6900.3,6555.28,5575.74,-54.20%
Lot 3,Vendor D,1,15231.15,12184.92,14469.59,12307.42,12184.92,15231.15,14469.59,12307.42,1.00%
Lot 3,Vendor D,1,13337.77,10670.22,11950.98,10486.17,10670.22,13337.77,11950.98,10486.17,-1.70%
Lot 3,Vendor D,1,10914.26,8731.4,9848.92,7878.76,8731.4,10914.26,9848.92,7878.76,-9.80%
Lot 3,Vendor D,1,8835.75,7068.6,7554.99,6008.31,7068.6,8835.75,7554.99,6008.31,-15.00%
Lot 3,Vendor D,1,8835.75,7068.6,7554.99,6008.31,7068.6,8835.75,7554.99,6008.31,-15.00%
Lot 3,Vendor D,1,8835.75,7068.6,7554.99,6008.31,7068.6,8835.75,7554.99,6008.31,-15.00%
Lot 3,Vendor D,1,15231.15,5520.24,14469.59,12307.42,5520.24,15231.15,14469.59,12307.42,123.00%
Lot 3,Vendor D,1,6900.3,5520.24,6555.28,5575.74,5520.24,6900.3,6555.28,5575.74,1.00%
Lot 3,Vendor D,80,12.62,10.1,12.62,10.74,807.84,1009.8,1009.8,858.91,6.30%
Lot 3,Vendor D,60,12.62,10.1,12.62,10.74,605.88,757.35,757.35,644.18,6.30%
Lot 3,Vendor D,60,12.62,10.1,12.62,10.74,605.88,757.35,757.35,644.18,6.30%
Lot 3,Vendor D,1,647.96,518.36,2552.27,2239.44,518.36,647.96,2552.27,2239.44,332.00%
Lot 3,Vendor D,40,12.62,10.1,12.62,10.74,403.92,504.9,504.9,429.45,6.30%
Lot 3,Vendor D,1,391.3,313.04,2782.0,2441.01,313.04,391.3,2782.0,2441.01,679.80%
Lot 3,Vendor D,20,12.62,10.1,12.62,10.74,201.96,252.45,252.45,214.73,6.30%
Lot 3,Vendor D,20,12.62,10.1,12.62,10.74,201.96,252.45,252.45,214.73,6.30%
Lot 3,Vendor D,20,65637.0,49123.4,59237.39,48244.04,982468.08,1312740.0,1184747.85,964880.73,-1.80%
Lot 3,Vendor D,20,69003.0,52055.19,63586.26,52055.19,1041103.8,1380060.0,1271725.29,1041103.8,0.00%
Lot 3,Vendor D,20,64795.5,50706.27,59709.47,31677.43,1014125.31,1295910.0,1194189.48,633548.52,-37.50%
Lot 3,Vendor D,20,53856.0,40389.48,48605.04,33098.72,807789.51,1077120.0,972100.8,661974.39,-18.10%
Lot 3,Vendor D,9,53856.0,40389.48,48605.04,29980.12,363505.28,484704.0,437445.36,269821.08,-25.80%
Lot 3,Vendor D,9,53856.0,40389.48,49116.67,36096.98,363505.28,484704.0,442050.05,324872.86,-10.60%
Lot 3,Vendor D,9,504.9,252.45,418.23,252.45,2272.05,4544.1,3764.03,2272.05,0.00%
Lot 3,Vendor D,10,54468.61,33660.0,45045.5,20648.5,336600.0,544686.12,450454.95,206485.0,-38.70%
Lot 3,Vendor D,22,54468.61,33660.0,45045.5,20648.5,740520.0,1198309.46,991000.89,454266.99,-38.70%
Lot 3,Vendor D,14,54468.61,33660.0,45045.5,20648.5,471240.0,762560.57,630636.93,289079.0,-38.70%
Lot 3,Vendor D,14,54468.61,33660.0,45045.5,20648.5,471240.0,762560.57,630636.93,289079.0,-38.70%
Lot 3,Vendor D,8,54468.61,33660.0,45045.5,20648.5,269280.0,435748.9,360363.96,165188.0,-38.70%
Lot 3,Vendor D,10,109509.44,33660.0,102938.17,42219.09,336600.0,1095094.44,1029381.71,422190.93,25.40%
Lot 3,Vendor D,22,109509.44,33660.0,102938.17,42219.09,740520.0,2409207.77,2264639.75,928820.05,25.40%
Lot 3,Vendor D,14,109509.44,33660.0,102938.17,42219.09,471240.0,1533132.22,1441134.39,591067.3,25.40%
Lot 3,Vendor D,14,109509.44,33660.0,102938.17,42219.09,471240.0,1533132.22,1441134.39,591067.3,25.40%
Lot 3,Vendor D,8,109509.44,33660.0,102938.17,42219.09,269280.0,876075.55,823505.36,337752.75,25.40%
Lot 1,Vendor C,1,54024.3,41058.47,49702.36,41058.47,41058.47,54024.3,49702.36,41058.47,0.00%
Lot 1,Vendor C,1,46955.7,38503.67,43199.24,38503.67,38503.67,46955.7,43199.24,38503.67,0.00%
Lot 1,Vendor C,10,504.9,414.02,464.51,414.02,4140.18,5049.0,4645.08,4140.18,0.00%
Lot 1,Vendor C,54,820.46,420.75,420.75,420.75,22720.5,44304.97,22720.5,22720.5,0.00%
Lot 1,Vendor C,30,820.46,420.75,420.75,420.75,12622.5,24613.88,12622.5,12622.5,0.00%
Lot 1,Vendor C,276,15429.05,11625.32,14364.44,12622.5,3208589.01,4258416.57,3964585.07,3483810.0,8.60%
Lot 1,Vendor C,9,462.82,252.45,252.45,252.45,2272.05,4165.43,2272.05,2272.05,0.00%
Lot 1,Vendor C,5,462.82,252.45,252.45,252.45,1262.25,2314.12,1262.25,1262.25,0.00%
Lot 1,Vendor C,6,6910.15,5462.18,6564.64,5049.0,32773.06,41460.87,39387.85,30294.0,-7.60%
Lot 1,Vendor C,5,201.96,168.3,168.3,168.3,841.5,1009.8,841.5,841.5,0.00%
Lot 1,Vendor C,75,1641.54,1247.1,1559.46,1262.25,93532.73,123115.45,116959.45,94668.75,1.20%
Lot 1,Vendor C,54,24113.32,13181.26,21990.04,21990.04,711787.82,1302119.13,1187461.94,1187461.94,66.80%
Lot 1,Vendor C,30,21916.91,13181.26,20232.28,20232.28,395437.68,657507.29,606968.31,606968.31,53.50%
Lot 1,Vendor C,276,38862.95,32608.97,37308.43,34302.91,9000074.75,10726174.87,10297127.41,9467602.06,5.20%
Lot 1,Vendor C,80,8093.53,5757.54,7688.85,7284.18,460603.44,647482.41,615108.23,582734.04,26.50%
Lot 1,Vendor C,9,269.28,168.3,168.3,168.3,1514.7,2423.52,1514.7,1514.7,0.00%
Lot 1,Vendor C,5,269.28,168.3,168.3,168.3,841.5,1346.4,841.5,841.5,0.00%
