Auction Lot,Vendor,Forecasted Qty,  Initial Quote for BOC  ,  Target Price  ,  Pre-Bid Price  ,  Bid Price  ,  Target Spend  ,  Current Spend  ,  Pre-Bid Spend  , Bid Spend ,% Delta to Target
Lot 1,Vendor C,6,3102.65,1562.67,2947.52,2103.75,9375.99,18615.92,17685.13,12622.5,34.60%
Lot 1,Vendor C,240,3096.72,1562.67,2947.52,2356.2,375039.72,743212.8,707405.29,565488.0,50.80%
Lot 1,Vendor C,80,7412.35,5362.04,7190.37,7152.75,428963.04,592988.22,575229.88,572220.0,33.40%
Lot 1,Vendor C,80,36184.5,26311.18,32810.26,26311.18,2104894.44,2894760.0,2624820.94,2104894.44,0.00%
Lot 1,Vendor C,18,15429.05,11625.32,14364.44,12622.5,209255.8,277722.82,258559.9,227205.0,8.60%
Lot 1,Vendor C,66,3102.65,1562.67,2947.52,2103.75,103135.92,204775.07,194536.46,138847.5,34.60%
Lot 1,Vendor C,18,269.28,168.3,168.3,168.3,3029.4,4847.04,3029.4,3029.4,0.00%
Lot 1,Vendor C,10,269.28,168.3,168.3,168.3,1683.0,2692.8,1683.0,1683.0,0.00%
Lot 1,Vendor C,212,3102.65,1562.67,2947.52,2103.75,331285.09,657762.35,624874.67,445995.0,34.60%
Lot 1,Vendor C,18,269.28,168.3,168.3,168.3,3029.4,4847.04,3029.4,3029.4,0.00%
Lot 1,Vendor C,10,269.28,168.3,168.3,168.3,1683.0,2692.8,1683.0,1683.0,0.00%
Lot 1,Vendor C,52,3102.65,1562.67,2947.52,2103.75,81258.61,161337.93,153271.15,109395.0,34.60%
Lot 1,Vendor C,18,269.28,168.3,168.3,168.3,3029.4,4847.04,3029.4,3029.4,0.00%
Lot 1,Vendor C,10,269.28,168.3,168.3,168.3,1683.0,2692.8,1683.0,1683.0,0.00%
Lot 1,Vendor C,12,3102.65,1562.67,2947.52,2103.75,18751.99,37231.83,35370.26,25245.0,34.60%
Lot 1,Vendor C,80,3102.65,1562.67,2947.52,2103.75,125013.24,248212.21,235801.76,168300.0,34.60%
Lot 1,Vendor C,400,3102.65,1562.67,2947.52,2103.75,625066.2,1241061.03,1179008.82,841500.0,34.60%
Lot 1,Vendor C,240,3102.65,1562.67,2947.52,2103.75,375039.72,744636.62,707405.29,504900.0,34.60%
Lot 1,Vendor C,120,3102.65,1562.67,2947.52,2103.75,187519.86,372318.31,353702.65,252450.0,34.60%
Lot 1,Vendor C,2,269.28,168.3,168.3,168.3,336.6,538.56,336.6,336.6,0.00%
Lot 1,Vendor C,9,269.28,168.3,168.3,168.3,1514.7,2423.52,1514.7,1514.7,0.00%
Lot 1,Vendor C,2,269.28,168.3,168.3,168.3,336.6,538.56,336.6,336.6,0.00%
Lot 1,Vendor C,39,3102.65,1562.67,2947.52,2103.75,60943.95,121003.45,114953.36,82046.25,34.60%
Lot 1,Vendor C,18,269.28,168.3,168.3,168.3,3029.4,4847.04,3029.4,3029.4,0.00%
Lot 1,Vendor C,10,269.28,168.3,168.3,168.3,1683.0,2692.8,1683.0,1683.0,0.00%
Lot 1,Vendor C,52,3102.65,1226.07,2947.52,2103.75,63755.41,161337.93,153271.15,109395.0,71.60%
Lot 1,Vendor C,9,269.28,168.3,168.3,168.3,1514.7,2423.52,1514.7,1514.7,0.00%
Lot 1,Vendor C,5,269.28,168.3,168.3,168.3,841.5,1346.4,841.5,841.5,0.00%
Lot 1,Vendor C,6,3102.65,1226.07,2947.52,2103.75,7356.39,18615.92,17685.13,12622.5,71.60%
Lot 1,Vendor C,40,1641.54,1247.1,1559.46,1262.25,49884.12,65661.57,62378.38,50490.0,1.20%
Lot 1,Vendor C,9,201.96,168.3,168.3,168.3,1514.7,1817.64,1514.7,1514.7,0.00%
Lot 1,Vendor C,5,201.96,168.3,168.3,168.3,841.5,1009.8,841.5,841.5,0.00%
Lot 1,Vendor C,6,1641.54,1247.1,1559.46,1262.25,7482.62,9849.24,9356.76,7573.5,1.20%
Lot 1,Vendor C,40,1641.54,1247.1,1559.46,1262.25,49884.12,65661.57,62378.38,50490.0,1.20%
Lot 1,Vendor C,80,1641.54,1247.1,1559.46,1262.25,99768.24,131323.14,124756.75,100980.0,1.20%
Lot 1,Vendor C,36,820.46,420.75,420.75,420.75,15147.0,29536.65,15147.0,15147.0,0.00%
Lot 1,Vendor C,20,820.46,420.75,420.75,420.75,8415.0,16409.25,8415.0,8415.0,0.00%
Lot 1,Vendor C,11,3102.65,1562.67,2804.42,2103.75,17189.32,34129.18,30848.67,23141.25,34.60%
Lot 1,Vendor C,9,269.28,168.3,168.3,168.3,1514.7,2423.52,1514.7,1514.7,0.00%
Lot 1,Vendor C,9,269.28,168.3,168.3,168.3,1514.7,2423.52,1514.7,1514.7,0.00%
Lot 1,Vendor C,6,3102.65,1562.67,2804.42,2103.75,9375.99,18615.92,16826.55,12622.5,34.60%
Lot 1,Vendor C,54,20760.98,13181.26,20592.68,20592.68,711787.82,1121093.09,1112004.89,1112004.89,56.20%
Lot 1,Vendor C,30,22178.07,13181.26,23883.55,21997.87,395437.68,665342.07,716506.37,659936.11,66.90%
Lot 1,Vendor C,36,38899.08,32608.97,37091.64,34344.98,1173922.79,1400366.81,1335298.93,1236419.32,5.30%
Lot 1,Vendor C,36,23856.6,13181.26,24173.26,23331.76,474525.22,858837.63,870237.26,839943.26,77.00%
Lot 1,Vendor C,20,22512.37,13181.26,19821.52,19821.52,263625.12,450247.44,396430.48,396430.48,50.40%
Lot 1,Vendor C,104,39113.54,32608.97,37549.0,34687.47,3391332.52,4067808.44,3905096.07,3607497.04,6.40%
Lot 1,Vendor C,36,23357.3,13181.26,16864.48,16864.48,474525.22,840862.68,607121.45,607121.45,27.90%
Lot 1,Vendor C,20,23357.3,13181.26,16864.48,16864.48,263625.12,467145.93,337289.69,337289.69,27.90%
Lot 1,Vendor C,104,39469.11,32608.97,35995.16,33552.29,3391332.52,4104787.45,3743496.9,3489437.95,2.90%
Lot 1,Vendor C,54,19663.42,13181.26,19663.42,19663.42,711787.82,1061824.85,1061824.85,1061824.85,49.20%
Lot 1,Vendor C,30,29185.74,13181.26,23198.37,23198.37,395437.68,875572.34,695951.13,695951.13,76.00%
Lot 1,Vendor C,76,54180.33,32608.97,36240.07,33813.15,2478281.45,4117705.15,2754245.52,2569799.63,3.70%
Lot 1,Vendor C,60,38382.23,32608.97,35070.99,33531.25,1956537.99,2302933.72,2104259.11,2011875.03,2.80%
Lot 1,Vendor C,18,15573.36,9641.91,16032.47,15190.97,173554.33,280320.53,288584.43,273437.43,57.60%
Lot 1,Vendor C,10,20545.0,13181.26,21573.47,19890.47,131812.56,205450.04,215734.68,198904.68,50.90%
Lot 1,Vendor C,132,38285.62,32608.97,36209.03,34663.07,4304383.58,5053701.33,4779591.92,4575524.98,6.30%
Lot 1,Vendor C,60,38455.03,32608.97,35070.99,33531.25,1956537.99,2307301.61,2104259.11,2011875.03,2.80%
Lot 1,Vendor C,45,9256.5,5683.49,8768.94,8768.94,255757.1,416542.5,394602.45,394602.45,54.30%
Lot 1,Vendor C,45,9256.5,5683.49,8768.94,8768.94,255757.1,416542.5,394602.45,394602.45,54.30%
Lot 1,Vendor C,30,36521.1,27938.64,34695.04,34695.04,838159.24,1095633.0,1040851.35,1040851.35,24.20%
Lot 1,Vendor C,9,269.28,168.3,168.3,168.3,1514.7,2423.52,1514.7,1514.7,0.00%
Lot 1,Vendor C,9,269.28,168.3,168.3,168.3,1514.7,2423.52,1514.7,1514.7,0.00%
Lot 1,Vendor C,9,269.28,168.3,168.3,168.3,1514.7,2423.52,1514.7,1514.7,0.00%
Lot 1,Vendor C,51,3102.65,1562.67,2804.42,2608.65,79695.94,158235.28,143025.67,133041.15,66.90%
Lot 1,Vendor C,36,20822.72,10656.76,16133.89,16133.89,383643.22,749617.76,580820.2,580820.2,51.40%
Lot 1,Vendor C,36,20822.72,10656.76,16133.89,16237.4,383643.22,749617.76,580820.2,584546.36,52.40%
Lot 1,Vendor C,24,37776.9,30953.74,35294.02,33679.35,742889.66,906645.5,847056.59,808304.51,8.80%
Lot 1,Vendor C,4,20786.88,13181.26,17078.9,17078.9,52725.02,83147.5,68315.6,68315.6,29.60%
Lot 1,Vendor C,18,22581.71,13181.26,17078.9,17078.9,237262.61,406470.81,307420.18,307420.18,29.60%
Lot 1,Vendor C,4,20786.88,13181.26,17078.9,16760.81,52725.02,83147.5,68315.6,67043.25,27.20%
Lot 1,Vendor C,23,38049.84,30953.74,34701.45,33107.13,711935.93,875146.23,798133.32,761464.09,7.00%
Lot 1,Vendor C,18,15590.03,13181.26,14869.2,14869.2,237262.61,280620.59,267645.67,267645.67,12.80%
Lot 1,Vendor C,36,12622.5,10476.68,13428.47,12586.97,377160.3,454410.0,483424.99,453130.99,20.10%
Lot 1,Vendor C,44,34728.42,25108.68,31098.34,25108.68,1104781.79,1528050.43,1368326.93,1104781.79,0.00%
Lot 1,Vendor C,36,10098.0,6477.87,10186.74,10098.0,233203.21,363528.0,366722.81,363528.0,55.90%
Lot 1,Vendor C,36,10098.0,6477.87,10186.74,10098.0,233203.21,363528.0,366722.81,363528.0,55.90%
Lot 1,Vendor C,24,38213.18,27628.13,32936.52,27628.13,663075.07,917116.31,790476.49,663075.07,0.00%
Lot 1,Vendor C,88,40392.0,32608.97,36867.78,33851.02,2869589.05,3554496.0,3244364.74,2978889.8,3.80%
Lot 1,Vendor C,160,40560.3,32608.97,37798.83,34572.19,5217434.64,6489648.0,6047813.38,5531549.76,6.00%
Lot 1,Vendor C,160,40392.0,32608.97,37651.26,33943.59,5217434.64,6462720.0,6024201.56,5430973.68,4.10%
Lot 1,Vendor C,36,20545.0,13181.26,17273.98,17273.98,474525.22,739620.13,621863.42,621863.42,31.00%
Lot 1,Vendor C,20,20545.0,13181.26,17480.15,17480.15,263625.12,410900.07,349603.03,349603.03,32.60%
Lot 1,Vendor C,104,40227.97,32608.97,37495.75,34307.11,3391332.52,4183709.38,3899558.06,3567939.8,5.20%
Lot 1,Vendor C,5,5890.5,1683.0,5722.2,5722.2,8415.0,29452.5,28611.0,28611.0,240.00%
Lot 1,Vendor C,7,5890.5,1683.0,5722.2,5722.2,11781.0,41233.5,40055.4,40055.4,240.00%
Lot 1,Vendor C,5,5890.5,1683.0,5722.2,5722.2,8415.0,29452.5,28611.0,28611.0,240.00%
Lot 1,Vendor C,7,5890.5,1683.0,5722.2,5722.2,11781.0,41233.5,40055.4,40055.4,240.00%
Lot 1,Vendor C,9,5890.5,1683.0,5722.2,5722.2,15147.0,53014.5,51499.8,51499.8,240.00%
Lot 1,Vendor C,9,5890.5,1683.0,5722.2,5722.2,15147.0,53014.5,51499.8,51499.8,240.00%
Lot 1,Vendor C,4,5890.5,1683.0,5722.2,5722.2,6732.0,23562.0,22888.8,22888.8,240.00%
Lot 1,Vendor C,17,5890.5,1683.0,5722.2,5722.2,28611.0,100138.5,97277.4,97277.4,240.00%
Lot 1,Vendor C,4,5890.5,1683.0,5722.2,5722.2,6732.0,23562.0,22888.8,22888.8,240.00%
Lot 1,Vendor C,17,5890.5,1683.0,5722.2,5722.2,28611.0,100138.5,97277.4,97277.4,240.00%
Lot 1,Vendor C,17,288519.21,44599.5,300867.89,259323.37,758191.5,4904826.65,5114754.14,4408497.32,481.40%
Lot 1,Vendor C,7,288519.21,44599.5,300867.89,259584.57,312196.5,2019634.5,2106075.23,1817092.01,482.00%
Lot 1,Vendor C,7,288519.21,44599.5,300867.89,259399.44,312196.5,2019634.5,2106075.23,1815796.1,481.60%
Lot 1,Vendor C,17,45017.73,17671.5,54393.8,40398.01,300415.5,765301.33,924694.65,686766.11,128.60%
Lot 1,Vendor C,7,45017.73,17671.5,54393.8,40398.01,123700.5,315124.08,380756.62,282786.05,128.60%
Lot 1,Vendor C,7,45017.73,17671.5,54393.8,40398.01,123700.5,315124.08,380756.62,282786.05,128.60%
Lot 1,Vendor C,17,95607.86,39550.5,102647.79,85796.59,672358.5,1625333.69,1745012.36,1458541.94,116.90%
Lot 1,Vendor C,7,95607.86,39550.5,102647.79,85796.59,276853.5,669255.05,718534.5,600576.09,116.90%
Lot 1,Vendor C,7,95607.86,39550.5,102647.79,85796.59,276853.5,669255.05,718534.5,600576.09,116.90%
Lot 1,Vendor B,16,45856.03,35616.39,38288.25,38288.25,569862.18,733696.44,612612.0,612612.0,7.50%
Lot 1,Vendor B,4,163074.86,133999.33,154836.0,154836.0,535997.33,652299.43,619344.0,619344.0,15.50%
Lot 1,Vendor B,12,45856.03,35616.39,38288.25,38288.25,427396.63,550272.33,459459.0,459459.0,7.50%
Lot 1,Vendor B,12,45856.03,35616.39,38288.25,38288.25,427396.63,550272.33,459459.0,459459.0,7.50%
Lot 1,Vendor B,3,163074.86,133999.33,154836.0,154836.0,401998.0,489224.57,464508.0,464508.0,15.50%
Lot 1,Vendor B,3,163074.86,133999.33,154836.0,154836.0,401998.0,489224.57,464508.0,464508.0,15.50%
Lot 1,Vendor B,8,45856.03,35616.39,38288.25,38288.25,284931.08,366848.22,306306.0,306306.0,7.50%
Lot 1,Vendor B,50,207350.85,75242.72,206081.67,119438.3,3762136.12,10367542.55,10304083.35,5971915.12,58.70%
Lot 1,Vendor B,2,163074.86,133999.33,154836.0,154836.0,267998.66,326149.71,309672.0,309672.0,15.50%
Lot 1,Vendor B,4,76615.28,59759.91,66672.04,59759.91,239039.66,306461.11,266688.18,239039.66,0.00%
Lot 1,Vendor B,4,75716.96,62830.82,73818.06,72341.7,251323.26,302867.83,295272.25,289366.81,15.10%
Lot 1,Vendor B,4,75716.96,63132.52,73818.06,72341.7,252530.07,302867.83,295272.25,289366.81,14.60%
Lot 1,Vendor B,4,74024.01,57738.73,63449.1,57738.73,230954.92,296096.05,253796.4,230954.92,0.00%
Lot 1,Vendor B,4,74024.01,57738.73,63449.1,57738.73,230954.92,296096.05,253796.4,230954.92,0.00%
Lot 1,Vendor B,4,74024.01,57738.73,63449.1,57738.73,230954.92,296096.05,253796.4,230954.92,0.00%
Lot 1,Vendor B,3,76615.28,59759.91,66672.04,59759.91,179279.75,229845.83,200016.14,179279.75,0.00%
Lot 1,Vendor B,3,76615.28,59759.91,66672.04,59759.91,179279.75,229845.83,200016.14,179279.75,0.00%
Lot 1,Vendor B,3,75716.96,63132.52,73818.06,72341.7,189397.56,227150.87,221454.19,217025.11,14.60%
Lot 1,Vendor B,3,75716.96,63132.52,73818.06,72341.7,189397.56,227150.87,221454.19,217025.11,14.60%
Lot 1,Vendor B,3,75716.96,63132.52,73818.06,72341.7,189397.56,227150.87,221454.19,217025.11,14.60%
Lot 1,Vendor B,3,75716.96,63132.52,73818.06,72341.7,189397.56,227150.87,221454.19,217025.11,14.60%
Lot 1,Vendor B,3,74024.01,57738.73,63449.1,57738.73,173216.19,222072.04,190347.3,173216.19,0.00%
Lot 1,Vendor B,3,74024.01,57738.73,63449.1,57738.73,173216.19,222072.04,190347.3,173216.19,0.00%
Lot 1,Vendor B,3,74024.01,57738.73,63449.1,57738.73,173216.19,222072.04,190347.3,173216.19,0.00%
Lot 1,Vendor B,3,74024.01,57738.73,63449.1,57738.73,173216.19,222072.04,190347.3,173216.19,0.00%
Lot 1,Vendor B,3,74024.01,57738.73,63449.1,57738.73,173216.19,222072.04,190347.3,173216.19,0.00%
Lot 1,Vendor B,3,74024.01,57738.73,63449.1,57738.73,173216.19,222072.04,190347.3,173216.19,0.00%
Lot 1,Vendor B,1,163074.86,131101.63,154836.0,154836.0,131101.63,163074.86,154836.0,154836.0,18.10%
Lot 1,Vendor B,1,163074.86,133999.33,154836.0,154836.0,133999.33,163074.86,154836.0,154836.0,15.50%
Lot 1,Vendor B,2,76615.28,59759.91,66672.04,59759.91,119519.83,153230.55,133344.09,119519.83,0.00%
Lot 1,Vendor B,2,75716.96,63132.52,73818.06,72341.7,126265.04,151433.92,147636.13,144683.4,14.60%
Lot 1,Vendor B,2,75716.96,63132.52,73818.06,72341.7,126265.04,151433.92,147636.13,144683.4,14.60%
Lot 1,Vendor B,2,74024.01,57738.73,63449.1,57738.73,115477.45,148048.02,126898.2,115477.45,0.00%
Lot 1,Vendor B,2,74024.01,57738.73,63449.1,57738.73,115477.45,148048.02,126898.2,115477.45,0.00%
Lot 1,Vendor B,2,74024.01,57738.73,63449.1,57738.73,115477.45,148048.02,126898.2,115477.45,0.00%
Lot 1,Vendor B,4,37319.82,28117.87,29855.58,29855.58,112471.49,149279.27,119422.31,119422.31,6.20%
Lot 1,Vendor B,4,33454.53,26763.62,26763.07,26763.07,107054.5,133818.12,107052.26,107052.26,0.00%
Lot 1,Vendor B,3,37319.82,28117.87,29855.58,29855.58,84353.62,111959.45,89566.74,89566.74,6.20%
Lot 1,Vendor B,3,37319.82,28117.87,29855.58,29855.58,84353.62,111959.45,89566.74,89566.74,6.20%
Lot 1,Vendor B,3,37319.82,28117.87,29855.58,29855.58,84353.62,111959.45,89566.74,89566.74,6.20%
Lot 1,Vendor B,3,37319.82,28117.87,29855.58,29855.58,84353.62,111959.45,89566.74,89566.74,6.20%
Lot 1,Vendor B,2,45856.03,36684.82,38288.25,38288.25,73369.64,91712.06,76576.5,76576.5,4.40%
Lot 1,Vendor B,3,33454.53,26763.62,26763.07,26763.07,80290.87,100363.59,80289.2,80289.2,0.00%
Lot 1,Vendor B,3,33454.53,26763.62,26763.07,26763.07,80290.87,100363.59,80289.2,80289.2,0.00%
Lot 1,Vendor B,2,45856.03,35616.39,38288.25,38288.25,71232.77,91712.06,76576.5,76576.5,7.50%
Lot 1,Vendor B,1,76615.28,59759.91,66672.04,59759.91,59759.91,76615.28,66672.04,59759.91,0.00%
Lot 1,Vendor B,1,75716.96,60573.57,73818.06,72341.7,60573.57,75716.96,73818.06,72341.7,19.40%
Lot 1,Vendor B,1,75716.96,62830.82,73818.06,72341.7,62830.82,75716.96,73818.06,72341.7,15.10%
Lot 1,Vendor B,40,107.71,63.11,63.11,63.11,2524.5,4308.48,2524.5,2524.5,0.00%
Lot 1,Vendor B,40,399.71,238.99,238.99,238.99,9559.44,15988.5,9559.44,9559.44,0.00%
Lot 1,Vendor B,40,1169.68,579.79,1001.38,1001.38,23191.74,46787.4,40055.4,40055.4,72.70%
Lot 1,Vendor B,80,84.15,84.15,84.15,84.15,6732.0,6732.0,6732.0,6732.0,0.00%
Lot 1,Vendor B,30,3501.48,1562.67,3307.94,3307.94,46879.97,105044.45,99238.1,99238.1,111.70%
Lot 1,Vendor B,40,1977.53,1562.67,1851.3,1851.3,62506.62,79101.0,74052.0,74052.0,18.50%
Lot 1,Vendor B,40,1977.53,1562.67,1851.3,1851.3,62506.62,79101.0,74052.0,74052.0,18.50%
Lot 1,Vendor B,22,3501.48,1562.67,3307.94,3307.94,34378.64,77032.59,72774.6,72774.6,111.70%
Lot 1,Vendor B,31,3501.48,1562.67,3307.94,3307.94,48442.63,108545.93,102546.03,102546.03,111.70%
Lot 1,Vendor B,30,1977.53,1562.67,1851.3,1851.3,46879.97,59325.75,55539.0,55539.0,18.50%
Lot 1,Vendor B,140,16451.33,11625.32,15147.0,14726.25,1627545.15,2303185.5,2120580.0,2061675.0,26.70%
Lot 1,Vendor B,30,7741.8,5462.18,7615.57,7615.57,163865.3,232254.0,228467.25,228467.25,39.40%
Lot 1,Vendor B,18,7741.8,5462.18,7615.57,7615.57,98319.18,139352.4,137080.35,137080.35,39.40%
Lot 1,Vendor B,31,7741.8,5462.18,7615.57,7615.57,169327.47,239995.8,236082.83,236082.83,39.40%
Lot 1,Vendor B,31,7741.8,5462.18,7615.57,7615.57,169327.47,239995.8,236082.83,236082.83,39.40%
Lot 1,Vendor B,58,3501.48,1562.67,3307.94,3307.94,90634.6,203085.93,191860.32,191860.32,111.70%
Lot 1,Vendor B,56,3501.48,1562.67,3307.94,3307.94,87509.27,196082.96,185244.44,185244.44,111.70%
Lot 1,Vendor B,30,3501.48,1226.07,3307.94,3307.94,36781.97,105044.45,99238.1,99238.1,169.80%
Lot 1,Vendor B,100,39699.45,34718.61,36605.25,35873.15,3471860.7,3969944.55,3660525.0,3587314.5,3.30%
Lot 1,Vendor B,9,9396.19,7192.3,7994.25,7994.25,64730.7,84565.7,71948.25,71948.25,11.20%
Lot 1,Vendor B,52,16451.33,11625.32,15147.0,14726.25,604516.77,855468.9,787644.0,765765.0,26.70%
Lot 1,Vendor B,24,16451.33,11625.32,15147.0,14726.25,279007.74,394831.8,363528.0,353430.0,26.70%
Lot 1,Vendor B,198,7741.8,5462.18,7615.57,7615.57,1081510.95,1532876.4,1507883.85,1507883.85,39.40%
Lot 1,Vendor B,24,7741.8,5462.18,7615.57,7615.57,131092.24,185803.2,182773.8,182773.8,39.40%
Lot 1,Vendor B,22,16451.33,11625.32,15147.0,14726.25,255757.1,361929.15,333234.0,323977.5,26.70%
Lot 1,Vendor B,22,16451.33,11625.32,15147.0,14726.25,255757.1,361929.15,333234.0,323977.5,26.70%
Lot 1,Vendor B,20,24193.12,11625.32,20477.9,18513.0,232506.45,483862.5,409558.05,370260.0,59.20%
Lot 1,Vendor B,36,3501.48,1562.67,3307.94,3307.94,56255.96,126053.33,119085.71,119085.71,111.70%
Lot 1,Vendor B,52,39186.97,31243.21,35427.15,34718.61,1624647.02,2037722.54,1842211.8,1805367.56,11.10%
Lot 1,Vendor B,18,39699.45,34718.61,35427.15,34718.61,624934.93,714590.02,637688.7,624934.93,0.00%
Lot 1,Vendor B,18,47961.29,40497.19,42916.5,42058.17,728949.38,863303.27,772497.0,757047.06,3.90%
Lot 1,Vendor B,9,38137.62,32127.63,34501.5,33811.47,289148.66,343238.59,310513.5,304303.23,5.20%
Lot 1,Vendor B,20,52454.9,38211.67,43211.03,42346.8,764233.47,1049098.05,864220.5,846936.09,10.80%
Lot 1,Vendor B,20,52099.79,37953.33,43211.03,42346.8,759066.66,1041995.79,864220.5,846936.09,11.60%
Lot 1,Vendor B,22,38137.62,32127.63,34501.5,33811.47,706807.83,839027.67,759033.0,743852.34,5.20%
Lot 1,Vendor B,22,39186.97,32127.63,35427.15,34718.61,706807.83,862113.38,779397.3,763809.35,8.10%
Lot 1,Vendor B,200,755.67,402.24,570.54,570.54,80447.4,151133.4,114107.4,114107.4,41.80%
Lot 1,Vendor B,17,73283.35,25245.0,69704.81,48449.6,429165.0,1245816.93,1184981.79,823643.14,91.90%
Lot 1,Vendor B,18,73283.35,25245.0,69704.81,48449.6,454410.0,1319100.28,1254686.6,872092.74,91.90%
Lot 1,Vendor B,9,73283.35,25245.0,69704.81,48449.6,227205.0,659550.14,627343.3,436046.37,91.90%
Lot 1,Vendor B,10,73283.35,25245.0,69704.81,48449.6,252450.0,732833.49,697048.11,484495.96,91.90%
Lot 1,Vendor B,6,73283.35,25245.0,69704.81,48449.6,151470.0,439700.09,418228.87,290697.58,91.90%
Lot 1,Vendor B,6.5,73283.35,25245.0,69704.81,48449.6,164092.5,476341.77,453081.27,314922.38,91.90%
Lot 1,Vendor B,3,73283.35,25245.0,69704.81,48449.6,75735.0,219850.05,209114.43,145348.79,91.90%
Lot 1,Vendor B,7,73283.35,25245.0,69704.81,48449.6,176715.0,512983.44,487933.68,339147.18,91.90%
Lot 1,Vendor B,11,73283.35,25245.0,69704.81,48449.6,277695.0,806116.84,766752.92,532945.56,91.90%
Lot 1,Vendor B,8,73283.35,25245.0,69704.81,48449.6,201960.0,586266.79,557638.49,387596.78,91.90%
Lot 1,Vendor B,10.5,55236.4,20196.0,22070.86,22070.86,212058.0,579982.16,231744.05,231744.05,9.30%
Lot 1,Vendor B,6,55236.4,20196.0,22070.86,22070.86,121176.0,331418.38,132425.17,132425.17,9.30%
Lot 1,Vendor B,10.5,88367.34,33660.0,22070.86,22070.86,353430.0,927857.04,231744.05,231744.05,-34.40%
Lot 1,Vendor B,6,88367.34,33660.0,22070.86,22070.86,201960.0,530204.02,132425.17,132425.17,-34.40%
Lot 1,Vendor B,7.5,24723.92,20196.0,22070.86,7468.31,151470.0,185429.39,165531.46,56012.34,-63.00%
Lot 1,Vendor B,16.5,24723.92,20196.0,22070.86,7468.31,333234.0,407944.65,364169.22,123227.16,-63.00%
Lot 1,Vendor B,10.5,24723.92,20196.0,22070.86,7468.31,212058.0,259601.14,231744.05,78417.28,-63.00%
Lot 1,Vendor B,10.5,24723.92,20196.0,22070.86,7468.31,212058.0,259601.14,231744.05,78417.28,-63.00%
Lot 1,Vendor B,6,24723.92,20196.0,22070.86,7468.31,121176.0,148343.51,132425.17,44809.88,-63.00%
Lot 1,Vendor B,7.5,55236.4,20196.0,22070.86,22070.86,151470.0,414272.97,165531.46,165531.46,9.30%
Lot 1,Vendor B,10,33460.19,25245.0,17598.29,17598.29,252450.0,334601.86,175982.9,175982.9,-30.30%
Lot 1,Vendor B,22,33460.19,25245.0,17598.29,17598.29,555390.0,736124.09,387162.37,387162.37,-30.30%
Lot 1,Vendor B,14,33460.19,25245.0,17598.29,17598.29,353430.0,468442.6,246376.05,246376.05,-30.30%
Lot 1,Vendor B,14,33460.19,25245.0,17598.29,17598.29,353430.0,468442.6,246376.05,246376.05,-30.30%
Lot 1,Vendor B,8,33460.19,25245.0,17598.29,17598.29,201960.0,267681.49,140786.32,140786.32,-30.30%
Lot 1,Vendor B,12,33460.19,25245.0,17598.29,17598.29,302940.0,401522.23,211179.47,211179.47,-30.30%
Lot 1,Vendor B,20,33460.19,25245.0,17598.29,17598.29,504900.0,669203.72,351965.79,351965.79,-30.30%
Lot 1,Vendor B,14,33460.19,25245.0,17598.29,17598.29,353430.0,468442.6,246376.05,246376.05,-30.30%
Lot 1,Vendor B,34,33460.19,25245.0,17598.29,17598.29,858330.0,1137646.32,598341.84,598341.84,-30.30%
Lot 1,Vendor B,34,33460.19,25245.0,17598.29,17598.29,858330.0,1137646.32,598341.84,598341.84,-30.30%
Lot 1,Vendor B,10,38938.18,25245.0,69396.82,59169.58,252450.0,389381.83,693968.22,591695.73,134.40%
Lot 1,Vendor B,22,38938.18,25245.0,69396.82,59169.58,555390.0,856640.02,1526730.08,1301730.59,134.40%
Lot 1,Vendor B,14,38938.18,25245.0,69396.82,59169.58,353430.0,545134.56,971555.51,828374.01,134.40%
Lot 1,Vendor B,14,38938.18,25245.0,69396.82,59169.58,353430.0,545134.56,971555.51,828374.01,134.40%
Lot 1,Vendor B,8,38938.18,25245.0,69396.82,59169.58,201960.0,311505.46,555174.58,473356.57,134.40%
Lot 1,Vendor B,12,38938.18,25245.0,69396.82,59169.58,302940.0,467258.19,832761.86,710034.87,134.40%
Lot 1,Vendor B,20,38938.18,25245.0,69396.82,59169.58,504900.0,778763.65,1387936.44,1183391.44,134.40%
Lot 1,Vendor B,14,38938.18,25245.0,69396.82,59169.58,353430.0,545134.56,971555.51,828374.01,134.40%
Lot 1,Vendor B,34,38938.18,25245.0,69396.82,59169.58,858330.0,1323898.21,2359491.95,2011765.46,134.40%
Lot 1,Vendor B,34,38938.18,25245.0,69396.82,59169.58,858330.0,1323898.21,2359491.95,2011765.46,134.40%
Lot 1,Vendor B,10,20180.83,16830.0,9610.4,7468.31,168300.0,201808.28,96104.01,74683.12,-55.60%
Lot 1,Vendor B,22,20180.83,16830.0,9610.4,7468.31,370260.0,443978.21,211428.83,164302.88,-55.60%
Lot 1,Vendor B,14,20180.83,16830.0,9610.4,7468.31,235620.0,282531.59,134545.62,104556.38,-55.60%
Lot 1,Vendor B,14,20180.83,16830.0,9610.4,7468.31,235620.0,282531.59,134545.62,104556.38,-55.60%
Lot 1,Vendor B,8,20180.83,16830.0,9610.4,7468.31,134640.0,161446.62,76883.21,59746.5,-55.60%
Lot 1,Vendor B,12,20180.83,16830.0,9610.4,7468.31,201960.0,242169.93,115324.81,89619.75,-55.60%
